12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
16	51
18	50
20	50
22	50
25	47
27	46
28	43
30	41
30	41
33	38
35	37
37	34
36	33
34	30
33	27
33	23
33	19
34	17
34	16
34	16
34	16
34	16
34	15
34	15
34	15
33	15
32	14
32	14
32	14
34	13
33	14
31	14
31	13
29	13
29	13
29	12
29	12
28	12
28	11
27	11
27	11
26	12
25	12
24	12
24	12
23	12
23	12
23	12
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
23	13
24	13
24	13
24	13
24	13
24	13
24	12
24	11
24	11
25	11
26	11
27	10
27	10
28	10
28	10
28	10
29	10
29	10
29	10
29	10
29	10
30	10
30	10
30	9
30	10
30	9
30	10
31	10
32	9
32	8
32	7
32	7
33	5
33	5
34	4
34	3
34	3
34	1
35	-1
35	-3
34	-4
34	-4
34	-5
34	-5
34	-5
33	-7
33	-7
32	-9
32	-12
32	-13
32	-13
30	-15
30	-17
29	-18
28	-18
26	-21
24	-19
21	-20
21	-20
21	-20
21	-20
21	-20
21	-20
23	-22
25	-22
26	-23
27	-26
28	-29
27	-32
27	-32
26	-33
26	-33
24	-33
24	-33
24	-33
24	-33
24	-33
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
24	-34
25	-32
27	-29
26	-28
26	-28
26	-26
26	-22
27	-18
28	-18
28	-18
29	-16
31	-14
32	-12
32	-10
33	-10
33	-7
33	-4
34	-1
33	3
33	7
33	9
33	12
33	12
33	13
32	14
33	16
33	17
33	18
32	19
32	19
33	20
33	23
33	25
33	28
33	29
33	29
35	32
37	35
37	36
37	37
34	37
32	38
32	38
31	38
31	38
29	40
29	40
29	40
28	40
27	41
27	42
28	44
26	46
24	48
24	48
24	48
23	48
22	49
16	51
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
13	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
12	52
27	45
12	52
12	52
